date,item_sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2012-02-01,13982.413793103447,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908,1064.3827956989244,383.9075268817196,-24.09677419354739,585.0559139784946,725.1698924731172,-660.3698924731179,76.11182795698915,-403.395161290322,-1341.916666666666
2012-03-01,14516.741935483871,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908,1064.3827956989244,383.9075268817196,-24.09677419354739,585.0559139784946,725.1698924731172,-660.3698924731179,76.11182795698915,-403.395161290322
2012-04-01,14366.566666666668,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908,1064.3827956989244,383.9075268817196,-24.09677419354739,585.0559139784946,725.1698924731172,-660.3698924731179,76.11182795698915
2012-05-01,14277.354838709678,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908,1064.3827956989244,383.9075268817196,-24.09677419354739,585.0559139784946,725.1698924731172,-660.3698924731179
2012-06-01,15794.866666666667,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908,1064.3827956989244,383.9075268817196,-24.09677419354739,585.0559139784946,725.1698924731172
2012-07-01,15249.09677419355,-545.7698924731176,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908,1064.3827956989244,383.9075268817196,-24.09677419354739,585.0559139784946
2012-08-01,15706.645161290322,457.5483870967728,-545.7698924731176,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908,1064.3827956989244,383.9075268817196,-24.09677419354739
2012-09-01,15402.933333333332,-303.7118279569895,457.5483870967728,-545.7698924731176,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908,1064.3827956989244,383.9075268817196
2012-10-01,13970.129032258064,-1432.804301075268,-303.7118279569895,457.5483870967728,-545.7698924731176,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908,1064.3827956989244
2012-11-01,13050.9,-919.2290322580648,-1432.804301075268,-303.7118279569895,457.5483870967728,-545.7698924731176,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462,-729.6494623655908
2012-12-01,13414.225806451614,363.32580645161397,-919.2290322580648,-1432.804301075268,-303.7118279569895,457.5483870967728,-545.7698924731176,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481,519.391397849462
2013-01-01,13507.09677419355,92.8709677419356,363.32580645161397,-919.2290322580648,-1432.804301075268,-303.7118279569895,457.5483870967728,-545.7698924731176,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339,114.96774193548481
2013-02-01,14460.535714285714,953.4389400921646,92.8709677419356,363.32580645161397,-919.2290322580648,-1432.804301075268,-303.7118279569895,457.5483870967728,-545.7698924731176,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237,970.1879866518339
2013-03-01,14929.516129032258,468.98041474654383,953.4389400921646,92.8709677419356,363.32580645161397,-919.2290322580648,-1432.804301075268,-303.7118279569895,457.5483870967728,-545.7698924731176,1517.5118279569888,-89.21182795698951,-150.1752688172037,534.3281423804237
