date,item_sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2012-02-01,7757.448275862069,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172,412.91612903225814,230.63225806451646,-190.322580645161,340.9903225806447,469.7516129032256,-511.3849462365588,-209.6150537634412,-598.7016129032254,-1060.416666666667
2012-03-01,7686.612903225807,-70.83537263626204,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172,412.91612903225814,230.63225806451646,-190.322580645161,340.9903225806447,469.7516129032256,-511.3849462365588,-209.6150537634412,-598.7016129032254
2012-04-01,7257.933333333333,-428.6795698924734,-70.83537263626204,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172,412.91612903225814,230.63225806451646,-190.322580645161,340.9903225806447,469.7516129032256,-511.3849462365588,-209.6150537634412
2012-05-01,7948.870967741936,690.9376344086022,-428.6795698924734,-70.83537263626204,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172,412.91612903225814,230.63225806451646,-190.322580645161,340.9903225806447,469.7516129032256,-511.3849462365588
2012-06-01,9832.766666666666,1883.8956989247308,690.9376344086022,-428.6795698924734,-70.83537263626204,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172,412.91612903225814,230.63225806451646,-190.322580645161,340.9903225806447,469.7516129032256
2012-07-01,9487.387096774193,-345.3795698924732,1883.8956989247308,690.9376344086022,-428.6795698924734,-70.83537263626204,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172,412.91612903225814,230.63225806451646,-190.322580645161,340.9903225806447
2012-08-01,9242.741935483871,-244.645161290322,-345.3795698924732,1883.8956989247308,690.9376344086022,-428.6795698924734,-70.83537263626204,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172,412.91612903225814,230.63225806451646,-190.322580645161
2012-09-01,9461.033333333333,218.29139784946165,-244.645161290322,-345.3795698924732,1883.8956989247308,690.9376344086022,-428.6795698924734,-70.83537263626204,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172,412.91612903225814,230.63225806451646
2012-10-01,8640.387096774193,-820.6462365591397,218.29139784946165,-244.645161290322,-345.3795698924732,1883.8956989247308,690.9376344086022,-428.6795698924734,-70.83537263626204,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172,412.91612903225814
2012-11-01,9707.5,1067.1129032258068,-820.6462365591397,218.29139784946165,-244.645161290322,-345.3795698924732,1883.8956989247308,690.9376344086022,-428.6795698924734,-70.83537263626204,512.9321468298103,30.645161290322903,456.5043010752688,-196.14946236559172
